origin,destination,distance_in_time
"36.348616,-95.604344","36.066521,-95.883454",42 mins
"36.348616,-95.604344","35.96492,-95.655778",42 mins
"36.624717,-95.951734","35.709732,-96.871499",1 hour 33 mins
"36.624717,-95.951734","35.448327,-97.425592",2 hour 10 mins
"36.624717,-95.951734","36.387828,-97.945589",2 hour 28 mins
"36.624717,-95.951734","34.789958,-96.652482",2 hour 36 mins
"36.624717,-95.951734","nan,nan",N/A
"36.624717,-95.951734","36.124743,-97.04877",1 hour 43 mins
"36.624717,-95.951734","34.594596,-98.4391",3 hour 28 mins
"36.624717,-95.951734","34.193489,-97.14535",3 hour 31 mins
"36.624717,-95.951734","34.086606,-96.770055",3 hour 29 mins
"36.624717,-95.951734","35.439666,-95.973589",1 hour 32 mins
"36.624717,-95.951734","35.493761,-97.550882",2 hour 12 mins
"36.624717,-95.951734","36.066521,-95.883454",52 mins
"36.624717,-95.951734","35.96492,-95.655778",1 hour 3 mins
"34.72534,-99.38703","35.709732,-96.871499",2 hour 54 mins
"34.72534,-99.38703","35.448327,-97.425592",2 hour 20 mins
"34.72534,-99.38703","36.387828,-97.945589",3 hour 1 mins
"34.72534,-99.38703","34.789958,-96.652482",3 hour 8 mins
"34.72534,-99.38703","nan,nan",N/A
"34.72534,-99.38703","36.124743,-97.04877",3 hour 16 mins
"34.72534,-99.38703","34.594596,-98.4391",1 hour 8 mins
"34.72534,-99.38703","34.193489,-97.14535",2 hour 45 mins
"34.72534,-99.38703","34.086606,-96.770055",3 hour 9 mins
"34.72534,-99.38703","35.439666,-95.973589",3 hour 25 mins
"34.72534,-99.38703","35.493761,-97.550882",2 hour 17 mins
"34.72534,-99.38703","36.066521,-95.883454",3 hour 53 mins
"34.72534,-99.38703","35.96492,-95.655778",4 hour 3 mins
"35.804507,-97.028182","35.709732,-96.871499",23 mins
"35.804507,-97.028182","35.448327,-97.425592",50 mins
"35.804507,-97.028182","36.387828,-97.945589",1 hour 39 mins
"35.804507,-97.028182","34.789958,-96.652482",1 hour 30 mins
"35.804507,-97.028182","nan,nan",N/A
"35.804507,-97.028182","36.124743,-97.04877",33 mins
"35.804507,-97.028182","34.594596,-98.4391",2 hour 8 mins
"35.804507,-97.028182","34.193489,-97.14535",2 hour 10 mins
"35.804507,-97.028182","34.086606,-96.770055",2 hour 19 mins
"35.804507,-97.028182","35.439666,-95.973589",1 hour 25 mins
"35.804507,-97.028182","35.493761,-97.550882",52 mins
"35.804507,-97.028182","36.066521,-95.883454",1 hour 24 mins
"35.804507,-97.028182","35.96492,-95.655778",1 hour 34 mins
"36.115021,-96.032367","35.709732,-96.871499",56 mins
"36.115021,-96.032367","35.448327,-97.425592",1 hour 32 mins
"36.115021,-96.032367","36.387828,-97.945589",1 hour 57 mins
"36.115021,-96.032367","34.789958,-96.652482",1 hour 58 mins
"36.115021,-96.032367","nan,nan",N/A
"36.115021,-96.032367","36.124743,-97.04877",1 hour 11 mins
"36.115021,-96.032367","34.594596,-98.4391",2 hour 50 mins
"36.115021,-96.032367","34.193489,-97.14535",2 hour 53 mins
"36.115021,-96.032367","34.086606,-96.770055",2 hour 52 mins
"36.115021,-96.032367","35.439666,-95.973589",55 mins
"36.115021,-96.032367","35.493761,-97.550882",1 hour 35 mins
"36.115021,-96.032367","36.066521,-95.883454",22 mins
"36.115021,-96.032367","35.96492,-95.655778",32 mins
"36.124101,-97.07046","35.709732,-96.871499",49 mins
"36.124101,-97.07046","35.448327,-97.425592",1 hour 7 mins
"36.124101,-97.07046","36.387828,-97.945589",1 hour 17 mins
"36.124101,-97.07046","34.789958,-96.652482",1 hour 58 mins
"36.124101,-97.07046","nan,nan",N/A
"36.124101,-97.07046","36.124743,-97.04877",8 mins
"36.124101,-97.07046","34.594596,-98.4391",2 hour 25 mins
"36.124101,-97.07046","34.193489,-97.14535",2 hour 28 mins
"36.124101,-97.07046","34.086606,-96.770055",2 hour 48 mins
"36.124101,-97.07046","35.439666,-95.973589",1 hour 53 mins
"36.124101,-97.07046","35.493761,-97.550882",1 hour 9 mins
"36.124101,-97.07046","36.066521,-95.883454",1 hour 23 mins
"36.124101,-97.07046","35.96492,-95.655778",1 hour 33 mins
"44.713688,-119.090832","45.454923,-122.828051",4 hour 47 mins
"44.713688,-119.090832","45.450699,-122.575338",4 hour 30 mins
"44.713688,-119.090832","43.80016,-123.043203",5 hour 32 mins
"44.713688,-119.090832","44.58565,-123.257091",5 hour 30 mins
"43.30289,-123.06651","45.454923,-122.828051",3 hour 9 mins
"43.30289,-123.06651","45.450699,-122.575338",3 hour 10 mins
"43.30289,-123.06651","43.80016,-123.043203",1 hour 13 mins
"43.30289,-123.06651","44.58565,-123.257091",2 hour 14 mins
"44.128776,-122.637619","45.454923,-122.828051",2 hour 11 mins
"44.128776,-122.637619","45.450699,-122.575338",2 hour 12 mins
"44.128776,-122.637619","43.80016,-123.043203",50 mins
"44.128776,-122.637619","44.58565,-123.257091",1 hour 16 mins
"44.65345,-123.139526","45.454923,-122.828051",1 hour 20 mins
"44.65345,-123.139526","45.450699,-122.575338",1 hour 21 mins
"44.65345,-123.139526","43.80016,-123.043203",1 hour 9 mins
"44.65345,-123.139526","44.58565,-123.257091",16 mins
"42.148098,-122.537356","45.454923,-122.828051",5 hour 7 mins
"42.148098,-122.537356","45.450699,-122.575338",5 hour 9 mins
"42.148098,-122.537356","43.80016,-123.043203",3 hour 11 mins
"42.148098,-122.537356","44.58565,-123.257091",4 hour 13 mins
"40.230406,-78.358877","40.812462,-79.54401",1 hour 47 mins
"40.230406,-78.358877","40.062277,-77.497972",1 hour 33 mins
"40.230406,-78.358877","40.344187,-75.975559",2 hour 41 mins
"40.230406,-78.358877","41.395756,-75.689515",3 hour 15 mins
"40.230406,-78.358877","40.349567,-76.389892",2 hour 28 mins
"40.230406,-78.358877","39.843437,-77.204623",2 hour 2 mins
"40.230406,-78.358877","40.62312,-79.946547",2 hour 8 mins
"40.230406,-78.358877","nan,nan",N/A
"40.230406,-78.358877","40.3869,-80.095856",2 hour 18 mins
"41.950572,-77.870544","40.812462,-79.54401",3 hour 17 mins
"41.950572,-77.870544","40.062277,-77.497972",4 hour 0 mins
"41.950572,-77.870544","40.344187,-75.975559",4 hour 5 mins
"41.950572,-77.870544","41.395756,-75.689515",3 hour 20 mins
"41.950572,-77.870544","40.349567,-76.389892",3 hour 46 mins
"41.950572,-77.870544","39.843437,-77.204623",4 hour 7 mins
"41.950572,-77.870544","40.62312,-79.946547",3 hour 52 mins
"41.950572,-77.870544","nan,nan",N/A
"41.950572,-77.870544","40.3869,-80.095856",4 hour 10 mins
"40.26924,-79.88977","40.812462,-79.54401",1 hour 12 mins
"40.26924,-79.88977","40.062277,-77.497972",2 hour 47 mins
"40.26924,-79.88977","40.344187,-75.975559",3 hour 55 mins
"40.26924,-79.88977","41.395756,-75.689515",4 hour 42 mins
"40.26924,-79.88977","40.349567,-76.389892",3 hour 43 mins
"40.26924,-79.88977","39.843437,-77.204623",3 hour 23 mins
"40.26924,-79.88977","40.62312,-79.946547",1 hour 0 mins
"40.26924,-79.88977","nan,nan",N/A
"40.26924,-79.88977","40.3869,-80.095856",42 mins
"40.225168,-77.725013","40.812462,-79.54401",2 hour 55 mins
"40.225168,-77.725013","40.062277,-77.497972",41 mins
"40.225168,-77.725013","40.344187,-75.975559",1 hour 57 mins
"40.225168,-77.725013","41.395756,-75.689515",3 hour 1 mins
"40.225168,-77.725013","40.349567,-76.389892",1 hour 47 mins
"40.225168,-77.725013","39.843437,-77.204623",1 hour 14 mins
"40.225168,-77.725013","40.62312,-79.946547",2 hour 38 mins
"40.225168,-77.725013","nan,nan",N/A
"40.225168,-77.725013","40.3869,-80.095856",2 hour 48 mins
"40.758509,-78.889294","40.812462,-79.54401",1 hour 3 mins
"40.758509,-78.889294","40.062277,-77.497972",2 hour 38 mins
"40.758509,-78.889294","40.344187,-75.975559",3 hour 46 mins
"40.758509,-78.889294","41.395756,-75.689515",3 hour 33 mins
"40.758509,-78.889294","40.349567,-76.389892",3 hour 35 mins
"40.758509,-78.889294","39.843437,-77.204623",3 hour 23 mins
"40.758509,-78.889294","40.62312,-79.946547",1 hour 40 mins
"40.758509,-78.889294","nan,nan",N/A
"40.758509,-78.889294","40.3869,-80.095856",1 hour 53 mins
"41.151321,-76.108103","40.812462,-79.54401",3 hour 44 mins
"41.151321,-76.108103","40.062277,-77.497972",2 hour 15 mins
"41.151321,-76.108103","40.344187,-75.975559",1 hour 42 mins
"41.151321,-76.108103","41.395756,-75.689515",45 mins
"41.151321,-76.108103","40.349567,-76.389892",1 hour 35 mins
"41.151321,-76.108103","39.843437,-77.204623",2 hour 20 mins
"41.151321,-76.108103","40.62312,-79.946547",4 hour 21 mins
"41.151321,-76.108103","nan,nan",N/A
"41.151321,-76.108103","40.3869,-80.095856",4 hour 34 mins
"40.155129,-78.916785","40.812462,-79.54401",1 hour 32 mins
"40.155129,-78.916785","40.062277,-77.497972",1 hour 56 mins
"40.155129,-78.916785","40.344187,-75.975559",3 hour 4 mins
"40.155129,-78.916785","41.395756,-75.689515",3 hour 43 mins
"40.155129,-78.916785","40.349567,-76.389892",2 hour 51 mins
"40.155129,-78.916785","39.843437,-77.204623",2 hour 34 mins
"40.155129,-78.916785","40.62312,-79.946547",1 hour 34 mins
"40.155129,-78.916785","nan,nan",N/A
"40.155129,-78.916785","40.3869,-80.095856",1 hour 44 mins
"40.50066,-75.07267","40.812462,-79.54401",5 hour 13 mins
"40.50066,-75.07267","40.062277,-77.497972",2 hour 36 mins
"40.50066,-75.07267","40.344187,-75.975559",1 hour 32 mins
"40.50066,-75.07267","41.395756,-75.689515",1 hour 46 mins
"40.50066,-75.07267","40.349567,-76.389892",1 hour 46 mins
"40.50066,-75.07267","39.843437,-77.204623",2 hour 41 mins
"40.50066,-75.07267","40.62312,-79.946547",5 hour 11 mins
"40.50066,-75.07267","nan,nan",N/A
"40.50066,-75.07267","40.3869,-80.095856",5 hour 21 mins
"39.860758,-76.467305","40.812462,-79.54401",4 hour 13 mins
"39.860758,-76.467305","40.062277,-77.497972",1 hour 24 mins
"39.860758,-76.467305","40.344187,-75.975559",1 hour 8 mins
"39.860758,-76.467305","41.395756,-75.689515",2 hour 45 mins
"39.860758,-76.467305","40.349567,-76.389892",1 hour 17 mins
"39.860758,-76.467305","39.843437,-77.204623",1 hour 13 mins
"39.860758,-76.467305","40.62312,-79.946547",3 hour 53 mins
"39.860758,-76.467305","nan,nan",N/A
"39.860758,-76.467305","40.3869,-80.095856",4 hour 3 mins
"40.99339,-78.16723","40.812462,-79.54401",1 hour 43 mins
"40.99339,-78.16723","40.062277,-77.497972",2 hour 17 mins
"40.99339,-78.16723","40.344187,-75.975559",2 hour 55 mins
"40.99339,-78.16723","41.395756,-75.689515",2 hour 29 mins
"40.99339,-78.16723","40.349567,-76.389892",2 hour 34 mins
"40.99339,-78.16723","39.843437,-77.204623",2 hour 40 mins
"40.99339,-78.16723","40.62312,-79.946547",2 hour 20 mins
"40.99339,-78.16723","nan,nan",N/A
"40.99339,-78.16723","40.3869,-80.095856",2 hour 33 mins
"40.011977,-79.908804","40.812462,-79.54401",1 hour 27 mins
"40.011977,-79.908804","40.062277,-77.497972",2 hour 53 mins
"40.011977,-79.908804","40.344187,-75.975559",4 hour 1 mins
"40.011977,-79.908804","41.395756,-75.689515",4 hour 48 mins
"40.011977,-79.908804","40.349567,-76.389892",3 hour 49 mins
"40.011977,-79.908804","39.843437,-77.204623",3 hour 14 mins
"40.011977,-79.908804","40.62312,-79.946547",1 hour 10 mins
"40.011977,-79.908804","nan,nan",N/A
"40.011977,-79.908804","40.3869,-80.095856",53 mins
"41.056142,-76.299844","40.812462,-79.54401",3 hour 21 mins
"41.056142,-76.299844","40.062277,-77.497972",2 hour 12 mins
"41.056142,-76.299844","40.344187,-75.975559",1 hour 41 mins
"41.056142,-76.299844","41.395756,-75.689515",59 mins
"41.056142,-76.299844","40.349567,-76.389892",1 hour 34 mins
"41.056142,-76.299844","39.843437,-77.204623",2 hour 20 mins
"41.056142,-76.299844","40.62312,-79.946547",3 hour 58 mins
"41.056142,-76.299844","nan,nan",N/A
"41.056142,-76.299844","40.3869,-80.095856",4 hour 11 mins
"40.39562,-79.83866","40.812462,-79.54401",52 mins
"40.39562,-79.83866","40.062277,-77.497972",2 hour 47 mins
"40.39562,-79.83866","40.344187,-75.975559",3 hour 55 mins
"40.39562,-79.83866","41.395756,-75.689515",4 hour 30 mins
"40.39562,-79.83866","40.349567,-76.389892",3 hour 44 mins
"40.39562,-79.83866","39.843437,-77.204623",3 hour 23 mins
"40.39562,-79.83866","40.62312,-79.946547",35 mins
"40.39562,-79.83866","nan,nan",N/A
"40.39562,-79.83866","40.3869,-80.095856",28 mins
"40.514472,-75.602941","40.812462,-79.54401",4 hour 39 mins
"40.514472,-75.602941","40.062277,-77.497972",1 hour 55 mins
"40.514472,-75.602941","40.344187,-75.975559",40 mins
"40.514472,-75.602941","41.395756,-75.689515",1 hour 19 mins
"40.514472,-75.602941","40.349567,-76.389892",1 hour 4 mins
"40.514472,-75.602941","39.843437,-77.204623",2 hour 0 mins
"40.514472,-75.602941","40.62312,-79.946547",4 hour 30 mins
"40.514472,-75.602941","nan,nan",N/A
"40.514472,-75.602941","40.3869,-80.095856",4 hour 39 mins
"40.403793,-79.928872","40.812462,-79.54401",50 mins
"40.403793,-79.928872","40.062277,-77.497972",2 hour 53 mins
"40.403793,-79.928872","40.344187,-75.975559",4 hour 1 mins
"40.403793,-79.928872","41.395756,-75.689515",4 hour 34 mins
"40.403793,-79.928872","40.349567,-76.389892",3 hour 49 mins
"40.403793,-79.928872","39.843437,-77.204623",3 hour 29 mins
"40.403793,-79.928872","40.62312,-79.946547",38 mins
"40.403793,-79.928872","nan,nan",N/A
"40.403793,-79.928872","40.3869,-80.095856",24 mins
"41.407379,-75.636613","40.812462,-79.54401",4 hour 10 mins
"41.407379,-75.636613","40.062277,-77.497972",2 hour 30 mins
"41.407379,-75.636613","40.344187,-75.975559",1 hour 52 mins
"41.407379,-75.636613","41.395756,-75.689515",13 mins
"41.407379,-75.636613","40.349567,-76.389892",1 hour 50 mins
"41.407379,-75.636613","39.843437,-77.204623",2 hour 35 mins
"41.407379,-75.636613","40.62312,-79.946547",4 hour 47 mins
"41.407379,-75.636613","nan,nan",N/A
"41.407379,-75.636613","40.3869,-80.095856",5 hour 0 mins
"39.736395,-77.52474","40.812462,-79.54401",3 hour 30 mins
"39.736395,-77.52474","40.062277,-77.497972",44 mins
"39.736395,-77.52474","40.344187,-75.975559",1 hour 58 mins
"39.736395,-77.52474","41.395756,-75.689515",3 hour 1 mins
"39.736395,-77.52474","40.349567,-76.389892",1 hour 45 mins
"39.736395,-77.52474","39.843437,-77.204623",33 mins
"39.736395,-77.52474","40.62312,-79.946547",3 hour 13 mins
"39.736395,-77.52474","nan,nan",N/A
"39.736395,-77.52474","40.3869,-80.095856",3 hour 23 mins
"40.6234,-79.72977","40.812462,-79.54401",20 mins
"40.6234,-79.72977","40.062277,-77.497972",2 hour 58 mins
"40.6234,-79.72977","40.344187,-75.975559",4 hour 6 mins
"40.6234,-79.72977","41.395756,-75.689515",4 hour 26 mins
"40.6234,-79.72977","40.349567,-76.389892",3 hour 54 mins
"40.6234,-79.72977","39.843437,-77.204623",3 hour 34 mins
"40.6234,-79.72977","40.62312,-79.946547",31 mins
"40.6234,-79.72977","nan,nan",N/A
"40.6234,-79.72977","40.3869,-80.095856",40 mins
"39.980107,-75.610503","40.812462,-79.54401",4 hour 47 mins
"39.980107,-75.610503","40.062277,-77.497972",2 hour 2 mins
"39.980107,-75.610503","40.344187,-75.975559",52 mins
"39.980107,-75.610503","41.395756,-75.689515",2 hour 8 mins
"39.980107,-75.610503","40.349567,-76.389892",1 hour 19 mins
"39.980107,-75.610503","39.843437,-77.204623",1 hour 55 mins
"39.980107,-75.610503","40.62312,-79.946547",4 hour 28 mins
"39.980107,-75.610503","nan,nan",N/A
"39.980107,-75.610503","40.3869,-80.095856",4 hour 38 mins
"40.63118,-79.88144","40.812462,-79.54401",32 mins
"40.63118,-79.88144","40.062277,-77.497972",3 hour 1 mins
"40.63118,-79.88144","40.344187,-75.975559",4 hour 9 mins
"40.63118,-79.88144","41.395756,-75.689515",4 hour 38 mins
"40.63118,-79.88144","40.349567,-76.389892",3 hour 56 mins
"40.63118,-79.88144","39.843437,-77.204623",3 hour 38 mins
"40.63118,-79.88144","40.62312,-79.946547",10 mins
"40.63118,-79.88144","nan,nan",N/A
"40.63118,-79.88144","40.3869,-80.095856",44 mins
"40.101109,-75.17802","40.812462,-79.54401",5 hour 6 mins
"40.101109,-75.17802","40.062277,-77.497972",2 hour 12 mins
"40.101109,-75.17802","40.344187,-75.975559",1 hour 2 mins
"40.101109,-75.17802","41.395756,-75.689515",1 hour 47 mins
"40.101109,-75.17802","40.349567,-76.389892",1 hour 29 mins
"40.101109,-75.17802","39.843437,-77.204623",2 hour 6 mins
"40.101109,-75.17802","40.62312,-79.946547",4 hour 38 mins
"40.101109,-75.17802","nan,nan",N/A
"40.101109,-75.17802","40.3869,-80.095856",4 hour 48 mins
"41.67964,-71.52178","41.663216,-71.555132",7 mins
"33.783177,-81.818415","35.046191,-80.994007",2 hour 7 mins
"33.783177,-81.818415","33.980288,-81.099786",1 hour 1 mins
"33.783177,-81.818415","34.945035,-82.245991",1 hour 58 mins
"33.783177,-81.818415","34.717915,-80.683935",2 hour 6 mins
"33.783177,-81.818415","33.700325,-80.226183",2 hour 12 mins
"33.783177,-81.818415","33.910908,-81.229687",54 mins
"33.783177,-81.818415","33.673445,-78.904448",3 hour 34 mins
"34.75982,-83.04293","35.046191,-80.994007",2 hour 47 mins
"34.75982,-83.04293","33.980288,-81.099786",2 hour 31 mins
"34.75982,-83.04293","34.945035,-82.245991",1 hour 19 mins
"34.75982,-83.04293","34.717915,-80.683935",3 hour 12 mins
"34.75982,-83.04293","33.700325,-80.226183",3 hour 43 mins
"34.75982,-83.04293","33.910908,-81.229687",2 hour 40 mins
"34.75982,-83.04293","33.673445,-78.904448",5 hour 4 mins
"32.692321,-80.887321","35.046191,-80.994007",2 hour 49 mins
"32.692321,-80.887321","33.980288,-81.099786",1 hour 37 mins
"32.692321,-80.887321","34.945035,-82.245991",3 hour 16 mins
"32.692321,-80.887321","34.717915,-80.683935",2 hour 48 mins
"32.692321,-80.887321","33.700325,-80.226183",1 hour 16 mins
"32.692321,-80.887321","33.910908,-81.229687",1 hour 51 mins
"32.692321,-80.887321","33.673445,-78.904448",3 hour 4 mins
"32.766336,-79.83951","35.046191,-80.994007",3 hour 1 mins
"32.766336,-79.83951","33.980288,-81.099786",1 hour 49 mins
"32.766336,-79.83951","34.945035,-82.245991",3 hour 28 mins
"32.766336,-79.83951","34.717915,-80.683935",3 hour 0 mins
"32.766336,-79.83951","33.700325,-80.226183",1 hour 29 mins
"32.766336,-79.83951","33.910908,-81.229687",2 hour 3 mins
"32.766336,-79.83951","33.673445,-78.904448",1 hour 54 mins
"33.671137,-79.02427","35.046191,-80.994007",3 hour 31 mins
"33.671137,-79.02427","33.980288,-81.099786",2 hour 46 mins
"33.671137,-79.02427","34.945035,-82.245991",4 hour 17 mins
"33.671137,-79.02427","34.717915,-80.683935",2 hour 47 mins
"33.671137,-79.02427","33.700325,-80.226183",1 hour 55 mins
"33.671137,-79.02427","33.910908,-81.229687",2 hour 55 mins
"33.671137,-79.02427","33.673445,-78.904448",22 mins
"36.03812,-88.24449","35.187114,-85.189632",3 hour 44 mins
"36.03812,-88.24449","35.982821,-85.035737",3 hour 15 mins
"36.03812,-88.24449","35.92637,-84.062777",4 hour 9 mins
"36.03812,-88.24449","36.008738,-84.252819",4 hour 6 mins
"36.03812,-88.24449","35.878044,-86.382925",2 hour 4 mins
"36.03812,-88.24449","35.139697,-88.57436",1 hour 34 mins
"36.03812,-88.24449","35.206593,-89.782769",1 hour 51 mins
"36.03812,-88.24449","35.47092,-86.790949",2 hour 3 mins
"36.03812,-88.24449","36.213393,-83.254937",4 hour 59 mins
"36.03812,-88.24449","35.867033,-86.464398",1 hour 57 mins
"36.25369,-83.66963","35.187114,-85.189632",2 hour 23 mins
"36.25369,-83.66963","35.982821,-85.035737",1 hour 43 mins
"36.25369,-83.66963","35.92637,-84.062777",46 mins
"36.25369,-83.66963","36.008738,-84.252819",1 hour 1 mins
"36.25369,-83.66963","35.878044,-86.382925",3 hour 17 mins
"36.25369,-83.66963","35.139697,-88.57436",5 hour 45 mins
"36.25369,-83.66963","35.206593,-89.782769",6 hour 2 mins
"36.25369,-83.66963","35.47092,-86.790949",3 hour 58 mins
"36.25369,-83.66963","36.213393,-83.254937",43 mins
"36.25369,-83.66963","35.867033,-86.464398",3 hour 14 mins
"36.433214,-85.707955","35.187114,-85.189632",2 hour 12 mins
"36.433214,-85.707955","35.982821,-85.035737",1 hour 17 mins
"36.433214,-85.707955","35.92637,-84.062777",2 hour 11 mins
"36.433214,-85.707955","36.008738,-84.252819",2 hour 8 mins
"36.433214,-85.707955","35.878044,-86.382925",1 hour 44 mins
"36.433214,-85.707955","35.139697,-88.57436",4 hour 12 mins
"36.433214,-85.707955","35.206593,-89.782769",4 hour 29 mins
"36.433214,-85.707955","35.47092,-86.790949",2 hour 25 mins
"36.433214,-85.707955","36.213393,-83.254937",3 hour 1 mins
"36.433214,-85.707955","35.867033,-86.464398",1 hour 41 mins
"35.373143,-84.695085","35.187114,-85.189632",58 mins
